Last Name,First Name,Category,Project,Year,Show,Award
SALIM,DAR,ENSEMBLE IN A DRAMA SERIES,GAME OF THRONES,2012,18,NO
SHANNON,MICHAEL,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2012,18,YES
SPARKS,PAUL,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2012,18,YES
STANLEY,MARK,ENSEMBLE IN A DRAMA SERIES,GAME OF THRONES,2012,18,NO
STUHLBARG,MICHAEL,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2012,18,YES
SUMPTER,DONALD,ENSEMBLE IN A DRAMA SERIES,GAME OF THRONES,2012,18,NO
TURNER,SOPHIE,ENSEMBLE IN A DRAMA SERIES,GAME OF THRONES,2012,18,NO
VAN WAGNER,PETER,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2012,18,YES
VEGA,MAKENZIE,ENSEMBLE IN A DRAMA SERIES,THE GOOD WIFE,2012,18,NO
VÉLEZ,LAUREN,ENSEMBLE IN A DRAMA SERIES,DEXTER,2012,18,NO
WHIGHAM,SHEA,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2012,18,YES
WILLIAMS,MAISIE,ENSEMBLE IN A DRAMA SERIES,GAME OF THRONES,2012,18,NO
WILLIAMS,MICHAEL KENNETH,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2012,18,YES
YUSEF,ANATOL,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2012,18,YES
ZAYAS,DAVID,ENSEMBLE IN A DRAMA SERIES,DEXTER,2012,18,NO
BOWEN,JULIE,FEMALE IN A COMEDY SERIES,MODERN FAMILY,2012,18,NO
FALCO,EDIE,FEMALE IN A COMEDY SERIES,NURSE JACKIE,2012,18,NO
FEY,TINA,FEMALE IN A COMEDY SERIES,30 ROCK,2012,18,NO
VERGARA,SOFÍA,FEMALE IN A COMEDY SERIES,MODERN FAMILY,2012,18,NO
WHITE,BETTY,FEMALE IN A COMEDY SERIES,HOT IN CLEVELAND,2012,18,YES
BATES,KATHY,FEMALE IN A DRAMA SERIES,HARRY'S LAW,2012,18,NO
CLOSE,GLENN,FEMALE IN A DRAMA SERIES,DAMAGES,2012,18,NO
LANGE,JESSICA,FEMALE IN A DRAMA SERIES,AMERICAN HORROR STORY,2012,18,YES
MARGULIES,JULIANNA,FEMALE IN A DRAMA SERIES,THE GOOD WIFE,2012,18,NO
SEDGWICK,KYRA,FEMALE IN A DRAMA SERIES,THE CLOSER,2012,18,NO
CLOSE,GLENN,FEMALE LEAD IN A MOTION PICTURE,ALBERT NOBBS,2012,18,NO
DAVIS,VIOLA,FEMALE LEAD IN A MOTION PICTURE,THE HELP,2012,18,YES
STREEP,MERYL,FEMALE LEAD IN A MOTION PICTURE,THE IRON LADY,2012,18,NO
SWINTON,TILDA,FEMALE LEAD IN A MOTION PICTURE,WE NEED TO TALK ABOUT KEVIN,2012,18,NO
WILLIAMS,MICHELLE,FEMALE LEAD IN A MOTION PICTURE,MY WEEK WITH MARILYN,2012,18,NO
BEJO,BERENICE,FEMALE SUPPORT IN A MOTION PICTURE,THE ARTIST,2012,18,NO
CHASTAIN,JESSICA,FEMALE SUPPORT IN A MOTION PICTURE,THE HELP,2012,18,NO
MCCARTHY,MELISSA,FEMALE SUPPORT IN A MOTION PICTURE,BRIDESMAIDS,2012,18,NO
MCTEER,JANET,FEMALE SUPPORT IN A MOTION PICTURE,ALBERT NOBBS,2012,18,NO
SPENCER,OCTAVIA,FEMALE SUPPORT IN A MOTION PICTURE,THE HELP,2012,18,YES
LANE,DIANE,FEMALE TV MOVIE OR MINISERIES,,2012,18,NO
SMITH,MAGGIE,FEMALE TV MOVIE OR MINISERIES,DOWNTON ABBEY,2012,18,NO
WATSON,EMILY,FEMALE TV MOVIE OR MINISERIES,APPROPRIATE ADULT,2012,18,NO
WHITE,BETTY,FEMALE TV MOVIE OR MINISERIES,HALLMARK HALL OF FAME: THE LOST VALENTINE,2012,18,NO
WINSLET,KATE,FEMALE TV MOVIE OR MINISERIES,MILDRED PIERCE,2012,18,YES
BALDWIN,ALEC,MALE IN A COMEDY SERIES,30 ROCK,2012,18,YES
BURRELL,TY,MALE IN A COMEDY SERIES,MODERN FAMILY,2012,18,NO
CARELL,STEVE,MALE IN A COMEDY SERIES,THE OFFICE,2012,18,NO
CRYER,JON,MALE IN A COMEDY SERIES,TWO AND A HALF MEN,2012,18,NO
STONESTREET,ERIC,MALE IN A COMEDY SERIES,MODERN FAMILY,2012,18,NO
ADAMS,PATRICK J.,MALE IN A DRAMA SERIES,SUITS,2012,18,NO
BUSCEMI,STEVE,MALE IN A DRAMA SERIES,BOARDWALK EMPIRE,2012,18,YES
CHANDLER,KYLE,MALE IN A DRAMA SERIES,FRIDAY NIGHT LIGHTS,2012,18,NO
CRANSTON,BRYAN,MALE IN A DRAMA SERIES,BREAKING BAD,2012,18,NO
HALL,MICHAEL C.,MALE IN A DRAMA SERIES,DEXTER,2012,18,NO
BICHIR,DEMIAN,MALE LEAD IN A MOTION PICTURE,A BETTER LIFE,2012,18,NO
CLOONEY,GEORGE,MALE LEAD IN A MOTION PICTURE,THE DESCENDANTS,2012,18,NO
DICAPRIO,LEONARDO,MALE LEAD IN A MOTION PICTURE,J. EDGAR,2012,18,NO
DUJARDIN,JEAN,MALE LEAD IN A MOTION PICTURE,THE ARTIST,2012,18,YES
PITT,BRAD,MALE LEAD IN A MOTION PICTURE,MONEYBALL,2012,18,NO
BRANAGH,KENNETH,MALE SUPPORT IN A MOTION PICTURE ,MY WEEK WITH MARILYN,2012,18,NO
HAMMER,ARMIE,MALE SUPPORT IN A MOTION PICTURE ,J. EDGAR,2012,18,NO
HILL,JONAH,MALE SUPPORT IN A MOTION PICTURE ,MONEYBALL,2012,18,NO
NOLTE,NICK,MALE SUPPORT IN A MOTION PICTURE ,WARRIOR,2012,18,NO
PLUMMER,CHRISTOPHER,MALE SUPPORT IN A MOTION PICTURE ,BEGINNERS,2012,18,YES
FISHBURNE,LAURENCE,MALE TV MOVIE OR MINISERIES,THURGOOD,2012,18,NO
GIAMATTI,PAUL,MALE TV MOVIE OR MINISERIES,TOO BIG TO FAIL,2012,18,YES
KINNEAR,GREG,MALE TV MOVIE OR MINISERIES,THE KENNEDYS,2012,18,NO
PEARCE,GUY,MALE TV MOVIE OR MINISERIES,MILDRED PIERCE,2012,18,NO
WOODS,JAMES,MALE TV MOVIE OR MINISERIES,TOO BIG TO FAIL,2012,18,NO
VAN DYKE,DICK,LIFE ACHIEVEMENT AWARD,N/A,2012,19,YES
AFFLECK,BEN,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
ALLEN,ISABELLE,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
ARKIN,ALAN,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
BARKS,SAMANTHA,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
BARON COHEN,SACHA,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
BISHÉ,KERRY,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
BONHAM CARTER,HELENA,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
CHANDLER,KYLE,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
COCHRANE,RORY,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
COOPER,BRADLEY,CAST IN A MOTION PICTURE,SILVER LININGS PLAYBOOK,2013,19,NO
CRANSTON,BRYAN,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
CROWE,RUSSELL,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
DAY-LEWIS,DANIEL,CAST IN A MOTION PICTURE,LINCOLN,2013,19,NO
DE NIRO,ROBERT,CAST IN A MOTION PICTURE,SILVER LININGS PLAYBOOK,2013,19,NO
DENCH,JUDI,CAST IN A MOTION PICTURE,THE BEST EXOTIC MARIGOLD HOTEL,2013,19,NO
DENHAM,CHRISTOPHER,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
DONOVAN,TATE,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
DUVALL,CLEA,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
FIELD,SALLY,CAST IN A MOTION PICTURE,LINCOLN,2013,19,NO
GARBER,VICTOR,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
GOODMAN,JOHN,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
GORDON-LEVITT,JOSEPH,CAST IN A MOTION PICTURE,LINCOLN,2013,19,NO
HATHAWAY,ANNE,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
HOLBROOK,HAL,CAST IN A MOTION PICTURE,LINCOLN,2013,19,NO
HUTTLESTONE,DANIEL,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
IMRIE,CELIA,CAST IN A MOTION PICTURE,THE BEST EXOTIC MARIGOLD HOTEL,2013,19,NO
JACKMAN,HUGH,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
JONES,TOMMY LEE,CAST IN A MOTION PICTURE,LINCOLN,2013,19,NO
KHER,ANUPAM,CAST IN A MOTION PICTURE,SILVER LININGS PLAYBOOK,2013,19,NO
LAWRENCE,JENNIFER,CAST IN A MOTION PICTURE,SILVER LININGS PLAYBOOK,2013,19,NO
MCNAIRY,SCOOT,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
MESSINA,CHRIS,CAST IN A MOTION PICTURE,ARGO,2013,19,YES
NIGHY,BILL,CAST IN A MOTION PICTURE,THE BEST EXOTIC MARIGOLD HOTEL,2013,19,NO
PATEL,DEV,CAST IN A MOTION PICTURE,THE BEST EXOTIC MARIGOLD HOTEL,2013,19,NO
PICKUP,RONALD,CAST IN A MOTION PICTURE,THE BEST EXOTIC MARIGOLD HOTEL,2013,19,NO
REDMAYNE,EDDIE,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
SEYFRIED,AMANDA,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
SMITH,MAGGIE,CAST IN A MOTION PICTURE,THE BEST EXOTIC MARIGOLD HOTEL,2013,19,NO
SPADER,JAMES,CAST IN A MOTION PICTURE,LINCOLN,2013,19,NO
STRATHAIRN,DAVID,CAST IN A MOTION PICTURE,LINCOLN,2013,19,NO
TUCKER,CHRIS,CAST IN A MOTION PICTURE,SILVER LININGS PLAYBOOK,2013,19,NO
TVEIT,AARON,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
WEAVER,JACKI,CAST IN A MOTION PICTURE,SILVER LININGS PLAYBOOK,2013,19,NO
WILKINSON,COLM,CAST IN A MOTION PICTURE,LES MISÉRABLES,2013,19,NO
WILKINSON,TOM,CAST IN A MOTION PICTURE,THE BEST EXOTIC MARIGOLD HOTEL,2013,19,NO
WILTON,PENELOPE,CAST IN A MOTION PICTURE,THE BEST EXOTIC MARIGOLD HOTEL,2013,19,NO
ADSIT,SCOTT,ENSEMBLE IN A COMEDY SERIES,30 ROCK,2013,19,NO
AGRON,DIANNA,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
ALADJEM,MACKENZIE,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
ANDERSON-EMMONS,AUBREY,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
BAKER,LESLIE DAVID,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
BALDWIN,ALEC,ENSEMBLE IN A COMEDY SERIES,30 ROCK,2013,19,NO
BAUMGARTNER,BRIAN,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
BEST,EVE,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
BIALIK,MAYIM,ENSEMBLE IN A COMEDY SERIES,THE BIG BANG THEORY,2013,19,NO
BOWEN,JULIE,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
BRATTON,CREED,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
BURRELL,TY,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
CANNAVALE,BOBBY,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
CANNAVALE,JAKE,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
COLFER,CHRIS,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
CRISS,DARREN,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
CUOCO,KALEY,ENSEMBLE IN A COMEDY SERIES,THE BIG BANG THEORY,2013,19,NO
DUKE,CLARK,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
FACINELLI,PETER,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
FALCO,EDIE,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
FERGUSON,JESSE TYLER,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
FEY,TINA,ENSEMBLE IN A COMEDY SERIES,30 ROCK,2013,19,NO
FISCHER,JENNA,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
FLANNERY,KATE,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
FRIEDLANDER,JUDAH,ENSEMBLE IN A COMEDY SERIES,30 ROCK,2013,19,NO
FUMUSA,DOMINIC,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
GALECKI,JOHNNY,ENSEMBLE IN A COMEDY SERIES,THE BIG BANG THEORY,2013,19,NO
GOULD,NOLAN,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
GUPTA,ARJUN,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
HELBERG,SIMON,ENSEMBLE IN A COMEDY SERIES,THE BIG BANG THEORY,2013,19,NO
HELMS,ED,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
HYLAND,SARAH,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
JACOBSON,LENNY,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
JERINS,RUBY,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
KALING,MINDY,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
KEMPER,ELLIE,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
KINSEY,ANGELA,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
KRAKOWSKI,JANE,ENSEMBLE IN A COMEDY SERIES,30 ROCK,2013,19,NO
KRASINSKI,JOHN,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
LACY,JAKE,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
LARSEN,SAMUEL,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
LENGIES,VANESSA,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
LIEBERSTEIN,PAUL,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
LYNCH,JANE,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
MAYS,JAYMA,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
MCBRAYER,JACK,ENSEMBLE IN A COMEDY SERIES,30 ROCK,2013,19,NO
MCHALE,KEVIN,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
MICHELE,LEA,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
MONTEITH,CORY,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
MORGAN,TRACY,ENSEMBLE IN A COMEDY SERIES,30 ROCK,2013,19,NO
MORRIS,HEATHER,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
MORRISON,MATTHEW,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
NAYYAR,KUNAL,ENSEMBLE IN A COMEDY SERIES,THE BIG BANG THEORY,2013,19,NO
NEWELL,ALEX,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
NOVAK,B.J.,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
NUNEZ,OSCAR,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
O'NEILL,ED,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
OVERSTREET,CHORD,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
PARSONS,JIM,ENSEMBLE IN A COMEDY SERIES,THE BIG BANG THEORY,2013,19,NO
RAUCH,MELISSA,ENSEMBLE IN A COMEDY SERIES,THE BIG BANG THEORY,2013,19,NO
RILEY,AMBER,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
RIVERA,NAYA,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
ROBINSON,CRAIG,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
RODRIGUEZ,RICO,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
SALLING,MARK,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
SCHULZE,PAUL,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
"SHUM, JR.",HARRY,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
SMITH,ANNA DEAVERE,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
SMITH,PHYLLIS,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
STONESTREET,ERIC,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
TATE,CATHERINE,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
USHKOWITZ,JENNA,ENSEMBLE IN A COMEDY SERIES,GLEE,2013,19,NO
VERGARA,SOFÍA,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
WALLEM,STEPHEN,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
WEVER,MERRITT,ENSEMBLE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
WILSON,RAINN,ENSEMBLE IN A COMEDY SERIES,THE OFFICE,2013,19,NO
WINTER,ARIEL,ENSEMBLE IN A COMEDY SERIES,MODERN FAMILY,2013,19,YES
BACCARIN,MORENA,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
BANKS,JONATHAN,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
BONNEVILLE,HUGH,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
BOYLE,ZOE,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
BRANDT,BETSY,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
BUSCEMI,STEVE,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
CALDOVINO,CHRIS,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
CANNAVALE,BOBBY,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
CARMICHAEL,LAURA,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
CARTER,JIM,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
CHALAMET,TIMOTHÉE,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
CHAMBERS STEEDLE,MEG,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
COX,CHARLIE,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
COYLE,BRENDAN,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
CRANSTON,BRYAN,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
DANES,CLAIRE,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
DOCKERY,MICHELLE,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
FELDMAN,BEN,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
FERGUSON,JAY R.,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
FINDLAY,JESSICA BROWN,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
FINNERAN,SIOBHAN,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
FRASER,LAURA,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
FRIEND,RUPERT,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
FROGGATT,JOANNE,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
GLEN,IAIN,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
GUNN,ANNA,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
HAMM,JON,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
HAREWOOD,DAVID,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
HARRIS,JARED,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
HENDRICKS,CHRISTINA,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
HOWES,THOMAS,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
HUSTON,JACK,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
JAMES-COLLIER,ROBERT,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
KARTHEISER,VINCENT,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
KENNEDY,PATRICK,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
KLATTENHOFF,DIEGO,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
LACIURA,ANTHONY,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
LEECH,ALLEN,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
LEWIS,DAMIAN,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
LOGAN,PHYLLIS,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
MACDONALD,KELLY,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
MARCIANO,DAVID,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
MCGOVERN,ELIZABETH,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
MCSHERA,SOPHIE,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
MITTE,RJ,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
MOL,GRETCHEN,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
MORSE,ROBERT,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
MOSS,ELISABETH,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
NEGAHBAN,NAVID,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
NICOL,LESLEY,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
NORRIS,DEAN,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
NUTTALL,AMY,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
ODENKIRK,BOB,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
PACE,JACKSON,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
PARÉ,JESSICA,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
PARRIS,TEYONAH,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
PATINKIN,MANDY,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
PAUL,AARON,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
PIAZZA,VINCENT,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
PLEMONS,JESSE,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
QUEZADA,STEVEN MICHAEL,ENSEMBLE IN A DRAMA SERIES,BREAKING BAD,2013,19,NO
ROBB,DAVID,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
ROBINSON,ZULEIKHA,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
SAYLOR,MORGAN,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
SHERIDAN,JAMEY,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
SHIPKA,KIERNAN,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
SLATTERY,JOHN,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
SMITH,MAGGIE,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
SOMMER,RICH,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
SPARKS,PAUL,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
STATON,AARON,ENSEMBLE IN A DRAMA SERIES,MAD MEN,2013,19,NO
STEVENS,DAN,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
STUHLBARG,MICHAEL,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
TITIZIAN,HRACH,ENSEMBLE IN A DRAMA SERIES,HOMELAND,2013,19,NO
WHIGHAM,SHEA,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
WILTON,PENELOPE,ENSEMBLE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,YES
YUSEF,ANATOL,ENSEMBLE IN A DRAMA SERIES,BOARDWALK EMPIRE,2013,19,NO
FALCO,EDIE,FEMALE IN A COMEDY SERIES,NURSE JACKIE,2013,19,NO
FEY,TINA,FEMALE IN A COMEDY SERIES,30 ROCK,2013,19,YES
POEHLER,AMY,FEMALE IN A COMEDY SERIES,PARKS AND RECREATION,2013,19,NO
VERGARA,SOFÍA,FEMALE IN A COMEDY SERIES,MODERN FAMILY,2013,19,NO
WHITE,BETTY,FEMALE IN A COMEDY SERIES,HOT IN CLEVELAND,2013,19,NO
DANES,CLAIRE,FEMALE IN A DRAMA SERIES,HOMELAND,2013,19,YES
DOCKERY,MICHELLE,FEMALE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,NO
LANGE,JESSICA,FEMALE IN A DRAMA SERIES,AMERICAN HORROR STORY: ASYLUM,2013,19,NO
MARGULIES,JULIANNA,FEMALE IN A DRAMA SERIES,THE GOOD WIFE,2013,19,NO
SMITH,MAGGIE,FEMALE IN A DRAMA SERIES,DOWNTON ABBEY,2013,19,NO
CHASTAIN,JESSICA,FEMALE LEAD IN A MOTION PICTURE,ZERO DARK THIRTY,2013,19,NO
COTILLARD,MARION,FEMALE LEAD IN A MOTION PICTURE,RUST AND BONE,2013,19,NO
LAWRENCE,JENNIFER,FEMALE LEAD IN A MOTION PICTURE,SILVER LININGS PLAYBOOK,2013,19,YES
